Nome,Endereço,Latitude,Longitude,Avaliação,Total de Avaliações,Telefone,Website,Categorias,Place ID,Link Google Maps,Horário de Funcionamento
Desenvolvimento de Sistemas - Codetech Software,"Doutor - Av. Jaime Ribeiro da Luz, 971 - SL - 52 - Santa Mônica, Uberlândia - MG, 38408-188, Brasil",-18.9300279,-48.2389169,5.0,11.0,(34) 99734-4587,https://codetech.software/br,"university, electronics_store, point_of_interest, store, establishment",ChIJKdWkPsx5aocRL7eKeOMTlHo,https://maps.google.com/?cid=8832706636881245999,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 18:00 | domingo: 08:00 – 18:00
Suprema Informática,"R. Duque de Caxias, 1588 - Vigilato Pereira, Uberlândia - MG, 38408-382, Brasil",-18.9267658,-48.26824,5.0,18.0,(34) 3229-6655,https://www.supremacia.com.br/,"electronics_store, point_of_interest, store, establishment",ChIJ8wu96A9FpJQR_CJdZjYXE7k,https://maps.google.com/?cid=13336028443987223292,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
Tech Hub Solutions,"Regus - Av. João Naves de Ávila, 1331 - Sala 646 - Tibery, Uberlândia - MG, 38408-970, Brasil",-18.9107966,-48.2596689,5.0,2.0,(34) 99813-0322,https://techhubsolutions.com.br/,"point_of_interest, establishment",ChIJY2-U6V1FpJQRqtq3dAdJ-RU,https://maps.google.com/?cid=1583377040369244842,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Softwareall,"Av doutor - Av. Jaime Ribeiro da Luz, 971 - Santa Mônica, Uberlândia - MG, 38408-188, Brasil",-18.9294925,-48.23881249999999,5.0,1.0,(34) 99780-6665,http://softwareall.com.br/,"point_of_interest, establishment",ChIJ8Rac9pBFpJQRWgIQubWuzFA,https://maps.google.com/?cid=5822220513800356442,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 13:00 | domingo: Fechado
ASC Brazil,"Av. Nicomedes Alves dos Santos, 1881 - Altamira, Uberlândia - MG, 38411-197, Brasil",-18.9388308,-48.2736209,4.5,47.0,(11) 3514-9600,http://www.ascbrazil.com.br/,"point_of_interest, establishment",ChIJo1zMkP5EpJQRyHEl1zC-guc,https://maps.google.com/?cid=16682105086711001544,segunda-feira: 08:30 – 18:00 | terça-feira: 08:30 – 18:00 | quarta-feira: 08:30 – 18:00 | quinta-feira: 08:30 – 18:00 | sexta-feira: 08:30 – 18:00 | sábado: Fechado | domingo: Fechado
UdiPixel Tecnologia,"R. Profa. Maria Célia Cence, 160 - Shopping Park, Uberlândia - MG, 38425-365, Brasil",-18.9662918,-48.2795583,5.0,11.0,(34) 99275-4206,https://udipixel.com.br/,"point_of_interest, establishment",ChIJ67OAqDMK4ksRX_QwIKHxQjQ,https://maps.google.com/?cid=3765837912767263839,segunda-feira: 08:00 – 17:30 | terça-feira: 08:00 – 17:30 | quarta-feira: 08:00 – 17:30 | quinta-feira: 08:00 – 17:30 | sexta-feira: 08:00 – 17:30 | sábado: Fechado | domingo: Fechado
Ledware Informática - Filial UDI,"R. Mal. Deodoro, 157 - Centro, Araguari - MG, 38440-070, Brasil",-18.6476332,-48.1848861,5.0,1.0,(34) 3254-5485,http://www.ledware.com.br/,"point_of_interest, establishment",ChIJEdHdyvdEpJQRSznrB-7oyxI,https://maps.google.com/?cid=1354432221987682635,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Alterdata Software - Uberlândia /MG,"Av. Floriano Peixoto, 615 - SLS 706 & 707 - Centro, Uberlândia - MG, 38400-102, Brasil",-18.9179568,-48.2760115,4.0,1.0,0800 704 1418,http://www.alterdata.com.br/,"point_of_interest, establishment",ChIJO6dI7KpFpJQRyif7VNzwUho,https://maps.google.com/?cid=1896843222185617354,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Ponto Meu,"Praça Dr. Duarte, 10 - Centro, Uberlândia - MG, 38411-120, Brasil",-18.924514,-48.2817752,5.0,1.0,(34) 3045-4401,https://www.pontomeu.com/,"point_of_interest, establishment",ChIJEyUHaK9FpJQR2pYdhnQMYaU,https://maps.google.com/?cid=11916819783604868826,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
System Design Informática,"Av. Floriano Peixoto, 615 - Sala 909 - Centro, Uberlândia - MG, 38400-102, Brasil",-18.9179919,-48.2760029,5.0,21.0,(34) 3211-6656,http://www.sdsoftware.com.br/,"point_of_interest, establishment",ChIJb-G1kKlFpJQRsbq8QMWiEQs,https://maps.google.com/?cid=797597577099655857,"segunda-feira: 08:00 – 11:30, 13:00 – 18:00 | terça-feira: 08:00 – 11:30, 13:00 – 18:00 | quarta-feira: 08:00 – 11:30, 13:00 – 18:00 | quinta-feira: 08:00 – 11:30, 13:00 – 18:00 | sexta-feira: 08:00 – 11:30, 13:00 – 18:00 | sábado: 08:00 – 11:30 | domingo: Fechado"
Virtual Rocket Innovation,"R. Dr. Leopoldo de Castro, 34 - Pres. Roosevelt, Uberlândia - MG, 38401-064, Brasil",-18.896707,-48.2788158,,,(34) 99684-3085,https://virtual-rocket-innovation.yolasite.com/,"point_of_interest, establishment",ChIJX7BYJ69FpJQRyU7nX1bnyug,https://maps.google.com/?cid=16774474120257031881,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
MidiaBar,"R. 7 de Setembro, 9 - Pacaembu, Uberlândia - MG, 38401-543, Brasil",-18.889712,-48.286218,4.7,6.0,(34) 99970-6580,,"point_of_interest, establishment",ChIJIfCFdFFEpJQRDg0FgPzHNAQ,https://maps.google.com/?cid=303086962234166542,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
B7 Inovação | Fábrica de Software,"Av. Afonso Pena, 2400 - Centro, Uberlândia - MG, 38400-708, Brasil",-18.9040375,-48.26699199999999,5.0,6.0,(34) 99790-0566,https://www.b7inovacao.com.br/,"point_of_interest, establishment",ChIJxXMoKpdHZW8RZW9v0bI2XeI,https://maps.google.com/?cid=16311253567051624293,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
Ipê Digital,"Av. Dr. Arnaldo Godoy de Souza, 1734 - Tubalina, Uberlândia - MG, 38412-096, Brasil",-18.9423777,-48.2990862,4.5,42.0,(34) 3086-4140,http://ipe.digital/,"point_of_interest, establishment",ChIJpxv1brxEpJQRNqGc3lFqKLk,https://maps.google.com/?cid=13342030795944796470,"segunda-feira: 09:00 – 12:00, 13:00 – 18:00 | terça-feira: 09:00 – 12:00, 13:00 – 18:00 | quarta-feira: 09:00 – 12:00, 13:00 – 18:00 | quinta-feira: 09:00 – 12:00, 13:00 – 18:00 | sexta-feira: 09:00 – 12:00, 13:00 – 18:00 | sábado: Fechado | domingo: Fechado"
WSISCOM SOFTWARE,"Av. Olívia de Freitas Guimarães, 565 - Pres. Roosevelt, Uberlândia - MG, 38401-172, Brasil",-18.8906753,-48.288027,5.0,1.0,(34) 99168-9254,http://www.wsiscom.com.br/,"point_of_interest, establishment",ChIJxwonpiPpD0ARefrexJTNfp0,https://maps.google.com/?cid=11348734149862029945,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
Dexi Digital,"Torre Empresarial Sul - Av. dos Vinhedos, 71 - Jardim Sul, Uberlândia - MG, 38411-848, Brasil",-18.9523983,-48.27148709999999,5.0,9.0,(34) 99128-4358,https://www.dexidigital.com.br/,"point_of_interest, establishment",ChIJlX4h6e5bpJQRq4KQu9epvpo,https://maps.google.com/?cid=11150536471445799595,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
J1 Tech Informática e Soluções em Tecnologia,"Avenida: Tonico Rezende, 37 - Apto. B702 - Jardim Europa, Uberlândia - MG, 38414-676, Brasil",-18.9457218,-48.3505064,5.0,22.0,(34) 99950-3964,,"electronics_store, store, point_of_interest, establishment",ChIJ_U6kjvZDpJQRf04BcTxHhqM,https://maps.google.com/?cid=11783183799981002367,segunda-feira: 07:00 – 21:00 | terça-feira: 07:00 – 21:00 | quarta-feira: 07:00 – 21:00 | quinta-feira: 07:00 – 21:00 | sexta-feira: 07:00 – 21:00 | sábado: 07:00 – 21:00 | domingo: 07:00 – 21:00
Infra Tecnologia,"Av. Jerusalém, 698 - Jardim Canaã, Uberlândia - MG, 38412-392, Brasil",-18.9625947,-48.3288719,5.0,1.0,(34) 3232-4796,,"point_of_interest, establishment",ChIJtT1HrVpDpJQRBkNc5GSZE0w,https://maps.google.com/?cid=5481893830047056646,segunda-feira: 09:00 – 20:00 | terça-feira: 09:00 – 20:00 | quarta-feira: 09:00 – 20:00 | quinta-feira: 09:00 – 20:00 | sexta-feira: 09:00 – 20:00 | sábado: 09:00 – 16:00 | domingo: Fechado
Worthtec Soluções em Tecnologia,"Av. João Naves de Ávila, 1331 - 6° andar, sala 613 - Tibery, Uberlândia - MG, 38408-902, Brasil",-18.9105749,-48.25998980000001,5.0,2.0,(34) 3676-0060,https://worthtec.com.br/,"point_of_interest, establishment",ChIJWf83er9FpJQR48LUSaEGj4w,https://maps.google.com/?cid=10128321376777716451,segunda-feira: 09:00 – 21:00 | terça-feira: 09:00 – 21:00 | quarta-feira: 09:00 – 21:00 | quinta-feira: 09:00 – 21:00 | sexta-feira: 09:00 – 21:00 | sábado: 09:00 – 21:00 | domingo: Fechado
NIIT Negócios Inovação Informática e tecnologia,"Av. Calixto Felipe Milken, 1770 - Jardim Canaã, Uberlândia - MG, 38412-470, Brasil",-18.9713441,-48.325022,5.0,2.0,(34) 99110-3719,https://www.instagram.com/niitoficial?igsh=MW1sMnlwa2c1N2h6cg==,"point_of_interest, establishment",ChIJdT-LLQBDpJQROdyi7jm-RaY,https://maps.google.com/?cid=11981191539715136569,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
ESPAÇO DA TECNOLOGIA,"Av. Raulino Cotta Pacheco, 736 - Osvaldo Rezende, Uberlândia - MG, 38400-370, Brasil",-18.9128465,-48.2865095,5.0,121.0,(34) 3277-4797,https://www.instagram.com/espacodtecnologia/,"store, point_of_interest, establishment",ChIJEyaKwJdFpJQRqKpo8Nlnih8,https://maps.google.com/?cid=2272743147700791976,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 12:00 | domingo: Fechado
"NIIT - Negócios, Inovação, Informática e Tecnologia","R. Biblos, 505 - Jardim Canaã, Uberlândia - MG, 38412-456, Brasil",-18.9667668,-48.3277737,5.0,1.0,(34) 99211-1342,,"point_of_interest, establishment",ChIJx_p-T9lDpJQRolTZVJzvTyE,https://maps.google.com/?cid=2400400581129229474,segunda-feira: 06:00 – 22:00 | terça-feira: 06:00 – 22:00 | quarta-feira: 06:00 – 22:00 | quinta-feira: 06:00 – 22:00 | sexta-feira: 06:00 – 22:00 | sábado: 06:00 – 22:00 | domingo: 06:00 – 22:00
Android Tecnologia,"R. Araxá, 238 - Osvaldo Rezende, Uberlândia - MG, 38400-404, Brasil",-18.9197393,-48.2919852,5.0,1.0,(34) 3014-1250,,"point_of_interest, establishment",ChIJ5Sbve1lEpJQRYwpSKHDeXA0,https://maps.google.com/?cid=962888993644612195,
Gs Tecnologia,"R. Dimas Moreira de Sá - Custódio Pereira, Uberlândia - MG, 38405-254, Brasil",-18.8980148,-48.2354546,,,,https://www.facebook.com/share/1C7dwJHi86/,"point_of_interest, establishment",ChIJ_9gBXghPpJQRrzy4P0M4HBk,https://maps.google.com/?cid=1809383011779099823,segunda-feira: 07:00 – 22:30 | terça-feira: 07:00 – 22:30 | quarta-feira: 07:00 – 22:30 | quinta-feira: 07:00 – 22:30 | sexta-feira: 07:00 – 22:30 | sábado: 07:00 – 22:30 | domingo: 07:00 – 22:30
Hc Celulares e Tecnologia,"av ver. geraldo teodoro, 400 - Idelmino - Amorim, Araguari - MG, 38446-124, Brasil",-18.6596857,-48.1819255,5.0,1.0,(34) 99215-0107,,"store, point_of_interest, establishment",ChIJBXCP9E8xpJQRKKvthdhj8OE,https://maps.google.com/?cid=16280622434555374376,segunda-feira: 08:30 – 20:00 | terça-feira: 08:30 – 20:00 | quarta-feira: 08:30 – 20:00 | quinta-feira: 08:30 – 20:00 | sexta-feira: 08:30 – 20:00 | sábado: 08:30 – 20:00 | domingo: Fechado
Linear Tecnologia,"Av. Benjamin Magalhães, 700 - Loja 2 - Tibery, Uberlândia - MG, 38405-040, Brasil",-18.9036044,-48.2494215,4.1,246.0,,http://linearinformatica.com.br/,"electronics_store, store, point_of_interest, establishment",ChIJAbpq-ZZFpJQR5PeXwG6Ndcw,https://maps.google.com/?cid=14732837262829549540,"segunda-feira: 08:00 – 11:30, 13:00 – 17:30 | terça-feira: 08:00 – 11:30, 13:00 – 17:30 | quarta-feira: 08:00 – 12:00 | quinta-feira: Fechado | sexta-feira: Fechado | sábado: Fechado | domingo: Fechado"
Souza Print Tecnologia,"R. Manoel Agostinho de Souza, 29 - Shopping Park, Uberlândia - MG, 38425-426, Brasil",-18.9793804,-48.2745755,,,(34) 99100-1616,,"point_of_interest, establishment",ChIJud9nSuxRpJQR_wryGgBy7tA,https://maps.google.com/?cid=15055095949123783423,segunda-feira: 09:00 – 20:00 | terça-feira: 09:00 – 20:00 | quarta-feira: 09:00 – 20:00 | quinta-feira: 09:00 – 20:00 | sexta-feira: 09:00 – 20:00 | sábado: 09:00 – 12:00 | domingo: Fechado
Ultra Tecnologia Celulares,"R. Cruzeiro do Sul, 237 - Jardim Brasília, Uberlândia - MG, 38401-392, Brasil",-18.8984615,-48.299026,4.2,17.0,(34) 99227-2475,https://www.instagram.com/ultratecnologiacell/,"store, point_of_interest, establishment",ChIJI9g18vBFpJQRuhi3GMSkXi8,https://maps.google.com/?cid=3413346729728612538,segunda-feira: 08:30 – 19:30 | terça-feira: 08:30 – 19:30 | quarta-feira: 08:30 – 19:30 | quinta-feira: 08:30 – 19:30 | sexta-feira: 08:30 – 19:30 | sábado: 09:00 – 17:00 | domingo: 09:00 – 13:00
Sypher Tecnologia,"Avenida: Afonso Pena, 190 - Sala 208 - Centro, Uberlândia - MG, 38400-084, Brasil",-18.9215425,-48.27981310000001,5.0,29.0,(34) 3213-0550,,"point_of_interest, establishment",ChIJH6J28LVFpJQRe1GeSwGVrI8,https://maps.google.com/?cid=10352813476214100347,"segunda-feira: 07:00 – 12:00, 13:00 – 18:00 | terça-feira: 07:00 – 12:00, 13:00 – 18:00 | quarta-feira: 07:00 – 12:00, 13:00 – 18:00 | quinta-feira: 07:00 – 12:00, 13:00 – 18:00 | sexta-feira: 07:00 – 12:00, 13:00 – 17:00 | sábado: Fechado | domingo: Fechado"
Info work Tecnologia em Informática LTDA,"R. Alfa, 385 - Saraiva, Uberlândia - MG, 38408-480, Brasil",-18.926677,-48.2615542,4.6,21.0,(34) 99991-6878,,"point_of_interest, establishment",ChIJCe329BJFpJQR-lThgUF0rS0,https://maps.google.com/?cid=3291414727378425082,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
UDI TECNOLOGIA,"R. Luíz Vieira Tavares, 837 - Custódio, Uberlândia - MG, 38408-290, Brasil",-18.8902695,-48.24508720000001,4.8,26.0,(34) 99775-4290,,"point_of_interest, establishment",ChIJ9_RXQV9PpJQRcJbI041ePnc,https://maps.google.com/?cid=8592409102306023024,segunda-feira: 08:00 – 20:00 | terça-feira: 08:00 – 20:00 | quarta-feira: 08:00 – 20:00 | quinta-feira: 08:00 – 20:00 | sexta-feira: 08:00 – 20:00 | sábado: 08:00 – 19:00 | domingo: 08:00 – 19:00
New Solutions Tecnologia em Informática,"R. Bernardo Guimarães, 560 - Salas 07 - Fundinho, Uberlândia - MG, 38400-198, Brasil",-18.9226873,-48.2849111,4.2,6.0,(34) 3225-3700,,"point_of_interest, establishment",ChIJvQZNgxNFpJQRxPT6M5yiUZA,https://maps.google.com/?cid=10399271806345868484,segunda-feira: 08:30 – 18:00 | terça-feira: 08:30 – 18:00 | quarta-feira: 08:30 – 18:00 | quinta-feira: 08:30 – 18:00 | sexta-feira: 08:30 – 18:00 | sábado: Fechado | domingo: Fechado
Nacional Tecnologia - Soluções Digitais - Unidade Uberlândia,"Av. Israel, 281 - LOJA 2 - Segundo Piso - São Jorge, Uberlândia - MG, 38410-264, Brasil",-18.9586416,-48.2392292,5.0,12.0,(34) 99811-5259,https://nacionaltec.netlify.app/,"point_of_interest, establishment",ChIJ9QVTxiRRpJQR9PfQ1SkmGJM,https://maps.google.com/?cid=10599263684139218932,segunda-feira: 07:30 – 17:30 | terça-feira: 07:30 – 17:30 | quarta-feira: 07:30 – 17:30 | quinta-feira: 07:30 – 17:30 | sexta-feira: 07:30 – 17:30 | sábado: Fechado | domingo: Fechado
Kriar Tecnologia,"R. Profa. Maria Alves Castilho, 750 - Santa Mônica, Uberlândia - MG, 38408-260, Brasil",-18.9214062,-48.2326146,5.0,1.0,,,"point_of_interest, establishment",ChIJvYEiko5PpJQRiSMSvjjrqCk,https://maps.google.com/?cid=3001907780581991305,
Centro De Tecnologia Da Informação - CTI,"1J - Av. João Naves de Ávila, 2121 - Santa Mônica, Uberlândia - MG, 38408-100, Brasil",-18.9183999,-48.2574601,4.8,11.0,(34) 3239-4303,http://www.cti.ufu.br/,"point_of_interest, establishment",ChIJQ-faknRFpJQRkBjwcJ8xSxk,https://maps.google.com/?cid=1822605035065841808,segunda-feira: 08:00 – 19:00 | terça-feira: 08:00 – 19:00 | quarta-feira: 08:00 – 19:00 | quinta-feira: 08:00 – 19:00 | sexta-feira: 08:00 – 19:00 | sábado: Fechado | domingo: Fechado
Interação Tecnologia da Informação,"Av. Rondon Pacheco, 381 - sala 801 - Tabajaras, Uberlândia - MG, 38400-050, Brasil",-18.9309534,-48.2894813,4.8,29.0,,http://www.interacaotecnologia.com.br/,"point_of_interest, establishment",ChIJ5fqBmlREpJQRZcida_-vOh8,https://maps.google.com/?cid=2250304475382007909,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
LAF Tecnologia,"Av. Rodrigo Pereira Júnior, 574 - Pres. Roosevelt, Uberlândia - MG, 38401-018, Brasil",-18.8987549,-48.28588449999999,5.0,1.0,(34) 3254-7565,,"electronics_store, point_of_interest, store, establishment",ChIJxzB6ZPhFpJQRu09_tt3s4Co,https://maps.google.com/?cid=3089729781369884603,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: 08:00 – 12:00 | domingo: Fechado
FENXIA TECNOLOGIA,"Av. Rio Branco, 557 - sala 2B - Centro, Uberlândia - MG, 38400-056, Brasil",-18.9195141,-48.2717365,5.0,15.0,(34) 2154-0657,http://www.fenxia.com.br/,"electronics_store, point_of_interest, store, establishment",ChIJ37Jc2B1FpJQRIBO7a7EkTUA,https://maps.google.com/?cid=4633399936069341984,segunda-feira: 07:30 – 18:00 | terça-feira: 07:30 – 18:00 | quarta-feira: 07:30 – 18:00 | quinta-feira: 07:30 – 18:00 | sexta-feira: 07:30 – 18:00 | sábado: Fechado | domingo: Fechado
Futura Tecnologia - Produtividade e Segurança Digital,"R. Felisberto Carrejo, 1134 - Centro, Uberlândia - MG, 38400-204, Brasil",-18.9307421,-48.28370169999999,4.1,20.0,(34) 3228-3000,https://www.futuratecnologia.com.br/,"point_of_interest, establishment",ChIJl1nZIa5FpJQReivHlqnw54w,https://maps.google.com/?cid=10153348496099847034,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Mundo Da Tecnologia,"R. Dr. Manoel Tomás Teixeira de Souza, 691 - Loja - 02 - Tocantins, Uberlândia - MG, 38415-273, Brasil",-18.8988633,-48.3387171,4.8,22.0,(34) 99875-4123,,"electronics_store, point_of_interest, store, establishment",ChIJ4e75lF5BpJQRvdsQ9C9FiwY,https://maps.google.com/?cid=471546658250873789,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 12:00 | domingo: Fechado
Kriar Tecnologia,"Av. Salomão Abraão, 2557 - sala 3 - Segismundo Pereira, Uberlândia - MG, 38408-160, Brasil",-18.917406,-48.230476,5.0,1.0,(34) 3255-3184,,"point_of_interest, establishment",ChIJAxOr849PpJQR0HogLlEdE2E,https://maps.google.com/?cid=6994966880739949264,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Nelltech Gestão de Tecnologia - Filial Uberlândia,"Av. Nicomedes Alves dos Santos, 3600 - Morada da Colina, Uberlândia - MG, 38411-106, Brasil",-18.9482052,-48.274135,4.5,4.0,0800 940 0300,,"point_of_interest, establishment",ChIJKbsVByZFpJQRK2VeSsBU4Mc,https://maps.google.com/?cid=14402604793189000491,
Infoparts Tecnologia,"R. Porto Alegre, 517 - Brasil, Uberlândia - MG, 38400-644, Brasil",-18.9003573,-48.265079,4.4,7.0,(34) 3235-1393,http://www.infoparts.net.br,"food, point_of_interest, establishment",ChIJC0SkJrlFpJQRcAOJYaFvWpU,https://maps.google.com/?cid=10762036998472008560,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Syn Tecnologia,"Av. Maria Silva Garcia, 575 - sl 609 - Granja Marileusa, Uberlândia - MG, 38406-634, Brasil",-18.8791826,-48.2479449,5.0,4.0,(34) 98848-8195,http://www.syntecnologia.com.br/,"point_of_interest, establishment",ChIJLzT8ip9FpJQRn4QJgjz2gk0,https://maps.google.com/?cid=5585297227632968863,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Weblin Tecnologia,"R. João Tobias, 448 - Pres. Roosevelt, Uberlândia - MG, 38401-066, Brasil",-18.8953242,-48.2760239,5.0,1.0,(34) 3223-1074,,"electronics_store, point_of_interest, store, establishment",ChIJpUu2RstFpJQRYX6_c6AdcDk,https://maps.google.com/?cid=4138840632527388257,segunda-feira: 09:00 – 17:00 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:00 – 17:00 | quinta-feira: 09:00 – 17:00 | sexta-feira: 09:00 – 17:00 | sábado: 09:00 – 12:00 | domingo: Fechado
ResendeF - Soluções em Tecnologia,"R. Luíz Vieira Tavares, N:1134 - Custódio Pereira, Uberlândia - MG, 38405-260, Brasil",-18.8919721,-48.24294889999999,5.0,1.0,(34) 99670-4113,,"point_of_interest, establishment",ChIJpy95Ek9FpJQRn0rZqLXvfek,https://maps.google.com/?cid=16824867346426972831,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
STI Tecnologia,"Av. Sen. Eliseu Resende, 53 - Shopping Park, Uberlândia - MG, 38411-536, Brasil",-18.9815939,-48.2727125,5.0,27.0,(34) 99143-3812,https://instagram.com/sti.tecnologia,"point_of_interest, establishment",ChIJ_6CGpppbpJQRYFSU3I1q2vw,https://maps.google.com/?cid=18219992400004404320,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Nibblelab Tecnologia LTDA,"R. Diabase, 318 - Taiaman, Uberlândia - MG, 38415-054, Brasil",-18.904082,-48.3169116,5.0,1.0,,https://www.nibblelab.com/,"point_of_interest, establishment",ChIJgxX7UQhEpJQRlE4-P-TQs9U,https://maps.google.com/?cid=15398881229642026644,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
RX InfoTec - Tecnologia e Inovação,"R. Piauí, 2227 - Casa 2 - Custódio Pereira, Uberlândia - MG, 38405-244, Brasil",-18.8905297,-48.2508517,,,(34) 99630-3683,https://www.checkos.net/en/newos/008ef2b691b8e057de370f66ea365009,"point_of_interest, establishment",ChIJz17CnsOSB2wRjym-Ts2pSnE,https://maps.google.com/?cid=8163523973816920463,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
